id,booking_segment_record_id,name,email,phone_number,hotel,room_type,meal,country,booking_segment,business_label,target_month,target_year,discount_pct,offer_type,perks,amenities_used_before
c70e847f-2027-45b5-8323-df6a95fe371f,bcc6e17d-bc34-4f0c-8f76-4132d174e6b9,Andrew Rush,AndrewRush@protonmail.com,482-234-7640,Resort Hotel,A,BB,FRA,3,Frequent Work Travelers,January,2026,8.0,Discount,"['work_desk', 'meeting_room']","['gym', 'bar', 'work_desk', 'meeting_room']"
0eb0bd60-300b-4476-ad0c-09d2ef6b09a8,249723f1-151c-4e26-acd9-b84ebf1fdba0,Angel Robinson,AngelRobinson51@yandex.com,814-764-2995,Resort Hotel,A,HB,PRT,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']","['spa', 'bar']"
981b8187-4d29-4905-8243-57313bec45b9,91d3068b-4044-4d78-b728-9d4a2f837fb2,Angela Gonzalez,Angela.Gonzalez49@outlook.com,735-635-4675,Resort Hotel,A,BB,PRT,2,Budget Online Travellers,July,2026,0.0,Perk,['gym'],['bar']
069c2b01-610c-4c01-8c89-b2f446870fb5,d8487133-32c2-46bb-abb8-6d30cb5e215c,Angelica Castillo,Angelica.C@mail.com,305-931-7585,Resort Hotel,A,BB,GBR,2,Budget Online Travellers,September,2026,0.0,Perk,['gym'],['bar']
d54d9856-bca6-49c7-8e1a-50b1da168e1f,39ca9292-1dc2-4795-a53d-cc19429413a9,Ann Sullivan,Ann_S@hotmail.com,857-800-1556,City Hotel,A,BB,FRA,2,Budget Online Travellers,December,2026,0.0,Perk,['gym'],['bar']
daa4b268-2eaf-4490-9637-f23c835ee908,aceaaf6b-0232-49c6-a602-7aa5dc6a684a,Anne Franklin,AnneFranklin@zoho.com,556-488-1764,Resort Hotel,D,FB,PRT,1,Family Vacationers,July,2026,0.0,Perk,['kids_club'],"['kids_club', 'swimming_pool']"
1b477b28-1672-4b70-93d0-296842667e38,6eb41907-8dc3-4f8b-9e28-a5c82c44e0b9,Anthony Boyd,Anthony.Boyd@yandex.com,470-728-7248,Resort Hotel,A,BB,BGR,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']","['spa', 'bar']"
d3ad7628-f5ca-417b-ad65-84b89c04e62b,8f6ee609-c47d-474a-a4fe-b090a2c0ea2e,Antonio Hudson,Antonio_H@att.com,614-851-7326,Resort Hotel,A,BB,PRT,4,Loyal Niche Guests,September,2026,4.0,Discount,"['gym', 'spa']","['gym', 'bar']"
362a32de-f28b-41b2-8f58-5b7f3ea95af1,f06af34a-54a5-4d77-860f-d1dd99e56aa0,April Brown,April.Brown78@yahoo.com,630-530-3787,City Hotel,A,SC,CN,2,Budget Online Travellers,July,2026,8.0,Discount,['gym'],[]
8b85ea5a-d87f-4bd5-92dc-5f6efe855a41,5569257c-161e-4210-adb5-bea0b6b6aa2d,Ashlee Patel,Ashlee_Patel@att.com,496-754-5137,Resort Hotel,D,BB,GBR,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']","['gym', 'bar']"
f83dda68-bf96-4a8f-870d-2859702ef148,3bbe18f5-b15f-4e6a-8bad-1fe27783764f,Ashley Baker,Ashley.B@verizon.com,482-202-6243,City Hotel,A,BB,BRA,2,Budget Online Travellers,November,2025,0.0,Perk,['gym'],[]
2ac66d11-5458-4741-a41d-9a97ba4cd01f,d936c27c-baae-4075-9fed-d395f7b3e81f,Ashley Mcdaniel,Ashley.M@gmail.com,229-242-0211,Resort Hotel,A,HB,ESP,0,Group Deal Seekers,April,2026,8.0,Discount,"['bar_credit', 'swimming_pool', 'gym']","['spa', 'bar']"
87d6326d-127c-403c-8277-7bfdd71d0c56,d7ed1ebd-45be-4d57-9b56-8ad285748a12,Ashley Clark,AshleyClark@outlook.com,652-594-7657,Resort Hotel,E,BB,TWN,2,Budget Online Travellers,July,2026,0.0,Perk,['gym'],['spa']
2902a86d-ae12-421c-8b3e-dd7a3b64fdfd,a6c3e44f-b4fa-4a70-b890-78e7ceaef9cb,Ashley Anderson,Ashley_A@yandex.com,104-297-0190,City Hotel,A,BB,ITA,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],"['spa', 'bar']"
4e65d18d-e75d-4981-8fc4-7023f7c1dedf,756e5303-5b09-4957-8544-1adc496a7342,Ashley Hawkins,Ashley_Hawkins@hotmail.com,701-918-1532,Resort Hotel,A,BB,PRT,4,Loyal Niche Guests,January,2026,6.0,Discount,"['gym', 'spa', 'bar_credit']","['gym', 'work_desk', 'meeting_room']"
a01c9393-e322-468e-96cf-9f44aae0e765,ab10ce7b-4ed0-40bb-b70e-99216a31ec50,Ashley Wilson,Ashley_Wilson@yandex.com,422-707-6400,City Hotel,A,BB,ESP,2,Budget Online Travellers,December,2026,8.0,Discount,['gym'],[]
1b7a7d30-c513-4f97-ad7a-ec95d840d15b,8bb375fc-17eb-406d-aa85-925ac63465f0,Austin Alvarado,Austin_A33@protonmail.com,282-727-7122,City Hotel,D,BB,ITA,2,Budget Online Travellers,July,2026,0.0,Perk,['gym'],"['spa', 'gym', 'bar']"
7d668a80-b1ae-4881-a577-452f1f864c8b,29a71bcf-af9f-4a45-b71a-7da16ba6b090,Beverly Bailey,BBailey@mail.com,303-101-3249,City Hotel,A,BB,BGR,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']",[]
25dcb38b-8ae7-485b-bd42-59b094eb834c,2bf6b682-2963-48ca-a0e3-0c446cd63b90,Brian Figueroa,BFigueroa98@zoho.com,925-086-9714,City Hotel,A,SC,GBR,2,Budget Online Travellers,June,2026,0.0,Perk,['gym'],"['spa', 'gym', 'bar']"
1c2ba371-fffb-4e85-9fbf-504be9a69364,c40a3af1-2387-4e76-8a63-b2b7c6677e73,Barbara Gardner,BGardner@att.com,630-354-9320,City Hotel,A,SC,GBR,2,Budget Online Travellers,May,2026,0.0,Perk,['gym'],"['gym', 'bar']"
0c9fb882-4fe8-48a2-8505-3ee384015109,1dff0f24-82df-406e-b18e-4b17f03c716d,Bradley Green,BGreen28@yandex.com,361-911-2744,City Hotel,A,SC,FRA,2,Budget Online Travellers,May,2026,0.0,Perk,['gym'],['bar']
f91635e4-d4bc-454a-bf1a-aa67d8dfb332,b45924e5-8b3f-4211-b4c7-3d4c5e0070bc,Brian Ross,BRoss@aol.com,968-036-1066,City Hotel,A,BB,BRA,2,Budget Online Travellers,September,2026,0.0,Perk,['gym'],"['spa', 'bar']"
9ba251bd-06b6-4e6c-a44a-f33b1eee17b4,9981613e-0410-44d1-bfaa-afeb17d3180a,Blake Ryan,BRyan73@outlook.com,276-449-7443,Resort Hotel,F,BB,ESP,3,Frequent Work Travelers,January,2026,6.0,Discount,"['work_desk', 'gym']","['gym', 'bar', 'work_desk']"
79660872-cf59-40d7-b230-7feefad51237,bc2c6eca-7d7a-4c5e-84f2-db896103e695,Brian Wheeler,BWheeler@verizon.com,580-278-0255,City Hotel,A,SC,FRA,3,Frequent Work Travelers,May,2026,5.0,Discount,"['work_desk', 'meeting_room']",['spa']
2bd96211-90dc-4288-8eec-f8557dde09cb,8dc44ab3-6d6d-4908-871e-9d61859624da,Barbara Lee,Barbara.Lee@att.com,846-629-5058,Resort Hotel,A,HB,PRT,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],['gym']
42dba8a8-ab7d-487c-bc81-1b5dc617e2c5,3dfeed11-6746-40e1-8ceb-ad6d45bdbaf9,Jack Barnett,Barnett.Jack@aol.com,770-257-4457,City Hotel,A,BB,GBR,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']",['gym']
f5f7bf9e-5e4c-419a-9ef6-f8889beb39bc,68a41789-980e-4601-afa5-72c4c81e60c2,Donna Beck,Beck_Donna@mail.com,893-932-2955,City Hotel,A,SC,FIN,2,Budget Online Travellers,January,2026,8.0,Discount,['gym'],"['spa', 'bar']"
f2700299-bc4f-416a-9cbf-4e988f589986,8e8045ab-acdd-4432-a0f7-f2685ad01124,Benjamin Ramirez,Benjamin.Ramirez@yahoo.com,495-742-7314,City Hotel,A,BB,DEU,2,Budget Online Travellers,May,2026,0.0,Perk,['gym'],"['spa', 'bar']"
cd8f7306-8bc2-4d2e-a760-d2deb68213f4,d90c4b83-ce77-4166-bf42-d8aa366ea158,Benjamin Reynolds,BenjaminReynolds41@protonmail.com,715-887-6074,City Hotel,A,BB,FRA,2,Budget Online Travellers,July,2026,8.0,Discount,['gym'],[]
894cc5b8-6711-4893-8797-bfb68fbb2c7e,6f748c51-399d-46b8-b12b-3012c3c263f8,Benjamin Grimes,Benjamin_G@comcast.net,788-278-9716,City Hotel,A,BB,FRA,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']","['spa', 'bar']"
6035322f-f3da-4f28-9ab3-7a2a32588a20,de2e9cb5-2e25-477c-bb27-c1fbbf1163b3,Cheryl Bennett,Bennett.Cheryl@verizon.com,252-618-5214,Resort Hotel,D,BB,PRT,2,Budget Online Travellers,March,2026,8.0,Discount,"['gym', 'swimming_pool']",['bar']
ea328ec6-da60-40b4-82f4-c8a767455614,8c59e8e2-44f4-4861-8a4a-acbb21b5639d,Charles Bennett,Bennett_Charles@zoho.com,257-966-0358,City Hotel,A,BB,SVN,2,Budget Online Travellers,October,2025,0.0,Perk,['gym'],['gym']
aff36abc-8c41-4115-8fec-0e32375fe0ac,34ea0ce8-f9fe-44bd-bfc2-1494497fb82d,Blake Ryan,Blake.R49@aol.com,852-483-8558,Resort Hotel,A,BB,ITA,3,Frequent Work Travelers,September,2026,6.0,Discount,"['work_desk', 'meeting_room']","['gym', 'bar', 'work_desk', 'meeting_room']"
bd494314-8971-45ec-9dd6-fdd7bf07d9df,2c1dc1cd-c026-4885-8b21-38f907c72488,Brittany Blevins,Blevins_Brittany@yahoo.com,766-899-0267,City Hotel,A,BB,FRA,2,Budget Online Travellers,May,2026,0.0,Perk,['gym'],"['gym', 'bar']"
f3fc5e52-0768-487e-92bc-a26ab65cbbf1,775c1011-e165-4f15-a336-22a309853860,Brenda Watts,Brenda_Watts11@protonmail.com,245-619-8859,City Hotel,A,BB,PRT,0,Group Deal Seekers,October,2025,10.0,Discount,"['gym', 'bar_credit', 'swimming_pool']","['gym', 'bar']"
b8aa7e33-5919-4d4c-899a-bf27107e2f3b,bb0e78af-08cf-4683-b443-ddf45e1a153d,Ashley Brewer,Brewer.Ashley@aol.com,753-587-1988,City Hotel,A,BB,ITA,0,Group Deal Seekers,October,2025,12.0,Discount,"['bar_credit', 'swimming_pool', 'gym']","['spa', 'bar']"
65149398-14e3-4c8b-9722-b6d4508d1a0e,bb132058-3ec9-4fa1-b112-a8e7b7c15f10,Brian Chavez,Brian.C@hotmail.com,773-178-4559,City Hotel,A,BB,CHN,3,Frequent Work Travelers,August,2026,7.0,Discount,"['work_desk', 'gym']","['gym', 'bar', 'work_desk']"
c86671ee-b45e-45af-ad65-50ccce077db4,d709c941-bc52-42fe-9f37-cb68a0b23edf,Brianna Moore,Brianna.M88@att.com,335-135-0224,City Hotel,A,BB,PRT,4,Loyal Niche Guests,November,2025,6.0,Discount,"['spa', 'swimming_pool']",['bar']
e88111fe-ca89-4be0-836d-aeb8bedff393,dc907249-52a9-47a3-b264-077f6784459b,Brooke Solomon,Brooke.S@att.com,845-565-4033,Resort Hotel,A,HB,DEU,2,Budget Online Travellers,July,2026,0.0,Perk,['gym'],[]
c6a0a757-ae71-42d0-9ef7-6129cd88477e,e8320cb8-e471-43b5-99c2-eb33604866fd,Bruce Graham,Bruce.G39@outlook.com,896-015-4320,Resort Hotel,F,BB,BEL,3,Frequent Work Travelers,December,2025,0.0,Perk,"['work_desk', 'gym']","['gym', 'bar', 'work_desk']"
40005fa6-7219-4a67-946a-9d1867c66399,4428495a-3485-4668-ae91-a81b0f39a22b,Jessica Burns,Burns.Jessica@att.com,611-971-2666,Resort Hotel,D,HB,ESP,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],"['spa', 'bar']"
52a25b82-491b-483d-82f4-7dbc93233e0b,bf14047d-70bc-4295-ab3a-7a56ac420d3a,Catherine Peterson,CPeterson@aol.com,613-443-3612,Resort Hotel,A,BB,GBR,0,Group Deal Seekers,September,2026,10.0,Discount,"['bar_credit', 'swimming_pool', 'gym']",[]
c47c7257-2926-4797-97b0-bdf8f8334e7b,de834e21-42f0-44ee-aa5c-62eb7d1b892e,Colin Smith,CSmith@xfinity.com,967-933-7087,Resort Hotel,A,BB,PRT,4,Loyal Niche Guests,December,2026,5.0,Discount,"['spa', 'bar_credit']",['bar']
471c4c22-7146-4707-ba1f-f289cc9a7b10,3728f9f3-e8b4-40d1-882b-7f1c5b267d54,Crystal Thompson,CThompson@mail.com,322-166-3202,Resort Hotel,G,HB,GBR,1,Family Vacationers,February,2026,11.0,Discount,"['kids_club', 'swimming_pool']","['kids_club', 'swimming_pool']"
a91e70fc-86c8-4491-8e30-599d46e6fdfd,79ce8f58-89cd-400e-818c-6142eb2199a5,Jason Caldwell,Caldwell_Jason@yahoo.com,510-219-4382,City Hotel,D,BB,DEU,1,Family Vacationers,June,2026,10.0,Discount,"['swimming_pool', 'kids_club']","['swimming_pool', 'gaming_room']"
ea41f106-2dcc-4eef-ba42-de1e0843c80b,052be1aa-0b68-4a75-8827-96b675ea8d73,Caleb Poole,Caleb_P63@verizon.com,837-734-0728,City Hotel,A,SC,NLD,2,Budget Online Travellers,September,2026,0.0,Perk,['gym'],"['spa', 'bar']"
c3ecc838-cc69-46de-a7f7-fd05f2b58231,2f5522c7-fbd6-469f-a753-6c3e9afe99b2,Christopher Campbell,Campbell_Christopher@aol.com,528-952-2349,Resort Hotel,C,HB,ESP,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],"['gym', 'bar']"
846f560d-6001-4a95-8537-ad954e1324ae,7d640c65-86e4-4ad9-86a5-acf57ff905d0,Carrie Johnson,Carrie.J@mail.com,723-391-0264,Resort Hotel,A,HB,GBR,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']","['spa', 'bar']"
684e747d-d649-489a-b65f-f902dc94e694,255d6cd8-6f49-41df-a618-a8d724e91900,Zachary Carroll,Carroll.Zachary@verizon.com,201-966-8545,City Hotel,A,BB,FRA,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']",[]
13e29754-24a3-4d58-839e-afbc46979443,5c6e74b0-66a6-4700-adaa-3053b23a5d2c,Lori Carson,Carson_Lori@protonmail.com,117-514-4356,Resort Hotel,E,HB,IRL,0,Group Deal Seekers,May,2026,11.0,Discount,"['bar_credit', 'swimming_pool', 'gym']",['bar']
1ea73540-25da-44ee-984a-3d838a6c7c87,6791dfd3-af8b-4d73-aad3-e48fb7174858,Cassandra White,Cassandra.White16@mail.com,978-384-7772,City Hotel,A,BB,BGR,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']","['spa', 'bar']"
a1a31ef4-dae2-4b7b-940f-b1afb3f7a3c0,739b7159-2754-4aa8-81a6-b5039c9b9d94,Catherine Brown,Catherine.Brown@xfinity.com,576-896-1704,City Hotel,A,BB,ITA,2,Budget Online Travellers,November,2025,0.0,Perk,['gym'],"['spa', 'bar']"
cf246b8d-a37a-4f5e-952e-55106cdb1cd8,58e6cbfe-656a-4bac-be8b-0c7412008610,Catherine Clark,Catherine_Clark@xfinity.com,764-033-8248,City Hotel,A,BB,DEU,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']",['bar']
b682ed37-7739-4775-a8f1-44655aa925dd,497c3634-5c46-4ff5-8d86-e572ce706632,Chad Johnson III,Chad.III@yandex.com,592-077-0726,Resort Hotel,A,BB,PRT,3,Frequent Work Travelers,October,2025,8.0,Discount,['spa'],"['spa', 'gym']"
9b1cd8c4-3728-4e7e-b7e6-96bbf6256aba,19fa831c-b615-4375-9bd7-0968b8fc19e6,Chad Strickland,ChadStrickland@xfinity.com,179-716-6370,City Hotel,A,BB,GRC,2,Budget Online Travellers,October,2025,0.0,Perk,['gym'],"['spa', 'bar']"
d07b872f-3e29-412c-b86b-f855d59f67eb,15433b4f-1f3a-4c15-99bb-6211275be8fd,Charles Moon,Charles.M@outlook.com,311-922-9956,City Hotel,A,BB,JPN,3,Frequent Work Travelers,November,2025,8.0,Discount,"['gym', 'work_desk']",['gym']
216dbf1e-5e7d-4d78-a6eb-02c8714042c5,8f186c0d-c81c-49b5-bf88-febc7687d9f0,Charles Patel,CharlesPatel83@gmail.com,130-354-7855,City Hotel,D,BB,FRA,2,Budget Online Travellers,November,2025,8.0,Discount,['gym'],"['gym', 'bar']"
2bc6047d-81e8-429d-8726-784929ef6080,39da7a3c-9d71-4679-a039-f1e6bb17fc22,Charles Stanley,CharlesStanley32@zoho.com,645-932-7217,City Hotel,A,BB,FRA,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],"['spa', 'gym']"
0336b91f-b625-4f7c-8e98-3332fb0b0722,935344d7-03e9-43d3-ba20-01e32bdb0991,Charles Baker,Charles_B@xfinity.com,657-323-2149,City Hotel,A,BB,FRA,2,Budget Online Travellers,April,2026,8.0,Discount,"['gym', 'swimming_pool']",['bar']
6fabc94f-c33c-4894-91cf-448746b7faff,1954312f-5fc0-4e0f-a0ee-00180748f329,Cheryl Howell,Cheryl_Howell@gmail.com,983-028-7120,Resort Hotel,A,BB,PRT,2,Budget Online Travellers,February,2026,8.0,Discount,"['gym', 'swimming_pool']",[]
95522c69-b786-4d18-b8b3-0520a0ea412b,f21cd2e3-293f-46a7-9632-6e9da5c42efb,Christina Jones,Christina.J18@protonmail.com,942-735-8914,City Hotel,A,HB,DEU,2,Budget Online Travellers,July,2026,0.0,Perk,['gym'],"['spa', 'bar']"
67d3cfb8-5330-4913-a24c-3f79e236f94c,5592d4c0-9daa-4f99-942a-c7264b5964de,Christina Moore,Christina.M60@xfinity.com,752-931-9276,Resort Hotel,A,HB,PRT,2,Budget Online Travellers,March,2026,8.0,Discount,"['gym', 'swimming_pool']",['bar']
2612a335-20e3-4a8f-a567-fb9639c7bd22,abf185bb-8d6b-4b12-ae3b-f366bb210a18,Christopher Blake,Christopher.B26@zoho.com,525-764-4458,Resort Hotel,E,BB,ESP,2,Budget Online Travellers,August,2026,0.0,Perk,['gym'],[]
40f1fe7c-925c-40cd-80bb-d0ba85174596,751e7241-5ba5-4990-a1b8-29664bdd1a1b,Christopher Warren,Christopher.W@yahoo.com,320-601-0472,City Hotel,D,BB,AUT,2,Budget Online Travellers,September,2026,0.0,Perk,['gym'],['spa']
68ea8f82-02b2-44d1-b771-6d4e36817676,135c1236-3549-41b5-b052-9a75b18abc3c,Christopher Rivera,ChristopherRivera@zoho.com,873-487-6920,City Hotel,A,SC,CHE,2,Budget Online Travellers,July,2026,8.0,Discount,['gym'],"['gym', 'bar']"
3e40769f-cab7-4d38-9917-16a059c1c559,23b43dc2-4625-42da-b684-520bd85c740b,Cindy Hicks,Cindy.Hicks39@aol.com,474-307-1850,Resort Hotel,A,HB,PRT,0,Group Deal Seekers,December,2026,8.0,Discount,"['bar_credit', 'swimming_pool', 'gym']",['bar']
b5e5ef33-8d7f-4989-bf77-13e3cbffd170,5746e732-683b-41c0-9b51-fb4f702b84de,Cindy Miller,Cindy.M@gmail.com,659-239-0807,City Hotel,A,SC,AUT,2,Budget Online Travellers,June,2026,0.0,Perk,['gym'],"['gym', 'bar']"
